Incident Number,incident Title,Incident Classificatioin,Date of Incident,Time of Incident,Date of Report,Site,Area,Unit,Detail,Work Group,Description,Incident Type A,Incident Type B,Incident Type C,Incident Type D,Investigation leader - Name,Investigation leader - Position,Incident Classified by - Name,Incident Classified by - Position,Investigation Acceptor/Approver (Owner) - Name,Investigation Acceptor/Approver (Owner)- Position,Approval Date,Close out Approval - Name,Close out Approval - Position,Close out Date,What happened?  ,What was the outcome?,Incident Classification,What was the worst outcome that could reasonably be expected to have happened?,Health & Safety Incident - Classification,Health & Safety - Risk Score,Health & Safety  - Consequence,Health & Safety - Likelihood,Environment & Reputation - Incident Classification,Environment & Reputation - Risk Score,Environment & Reputation  - Consequence,Environment & Reputation - Likelihood,Financial Cost & Business - Incident Classification,Financial Cost & Business Interruption - Risk Score,Financial Cost & Business Interruption  - Consequence,Financial Cost & Business Interruption - Likelihood,How did the incident occur
CP-88C6FA6A72,,,2025-06-23,17:45,2025-06-25,EI,259,C,,Marine & Logistics,LIFTING,Loss Event,Health & Safety,Injury TLI,,,,SYN-687281,Facility Engineer,,,,,,,"On June 23, 2025, at approximately 1745 hours, a crane mechanic (CM) fell
approximately 96 ft. from the gantry of the crane. The incident occurred on the Cox
Operating L.L.C. (Cox) OCS-G00985 Eugene Island (EI) 259 C Facility. While attempting
to replace the auxiliary winch, a brace the CM was attempting to remove broke free.
The CM stated when the brace detached from the beam, the brace contacted the CM
causing him to fall over the handrails and into the water. The CM suffered severe
injuries due to this incident.","An aircraft transported the CM to a medical facility where it was determined he suffered a fractured rib, a dislocated shoulder, and internal bleeding.",,,,,,,,,,,,,,,"Sequence of Events:
On June 23, 2025, a CM and a helper arrived at EI 259 C to replace the auxiliary
winch on the platform crane. The old winch had been removed and placed on the deck.
The CM and a helper connected the winch to a chain hoist and was attempting to insert
the winch through the side of the gantry. Once the winch was raised high enough, a
brace that once supported the exhaust for the muffler piping needed to be removed in
order to insert the winch. Without a harness or life vest, the CM positioned himself
over the handrail on the gantry of the crane in order to reach the bolts holding the
bracket. Utilizing a grinder, the CM attempted to remove the bolts. When the second
bolt broke, the CM stated he heard a loud noise and was knocked off the crane falling
approximately 96 ft to the water. It is unknown as to what struck the CM causing him
to fall. The CM was retrieved from the water and complained of soreness in his hip and
shoulder. An aircraft transported the CM to a medical facility where it was determined
he suffered a fractured rib, a dislocated shoulder, and internal bleeding.
BSEE INVESTIGATION:
On June 23, 2025, the Bureau of Safety & Environmental Enforcement (BSEE) Lafayette
District (LD) Accident Investigator (AI) received a notification by phone of a man
overboard incident that occurred on Cox’s EI 259 C Facility. The AI requested
additional information pertaining to the incident such as: the Job Safety Analysis
(JSA), Hot Work Permit, statements, and other relevant documents from Cox.
The BSEE LD AI and a LD Inspector conducted an onsite investigation at EI 259 C on
June 26, 2025. BSEE conducted interviews with the personnel that were onboard the
facility during the time of the incident. Following the onsite investigation, there
were additional interviews with the crane company supervisor, HS&E manager, and the
helper that was assisting the CM. BSEE was unable to interview the CM.
CONCLUSION:
As per 33 CFR 142.42, “Except when moving from one location to another, personnel
engaged in an activity where there is a hazard of falling 10 or more feet shall wear a
safety belt or harness secured by a lanyard to a lifeline, drop line or fixed
anchorage”. Even though the Job Safety Analysis discusses the use of a safety harness,
the CM failed to wear the safety harness when reaching over the handrail or climbing
onto the gantry to remove the brace. As per 33 CFR 143. 110(a), “The guard rail or
fence shall be at least 42 inches high”. The guard rail on the gantry was 38 inches
high.
During the duration that the CM and helper were replacing the winch, the person in
charge of the platform did not monitor or visit the site where the incident occurred.
Also, the CM failed to conduct a stop work authority and readdress the Job Safety
Analysis when the decision was made to remove the brace."
CP-E71BFC6DA7,,Incident,2025-06-23,16:30,2025-06-25,GC,826,RIG NAME DIAMOND OCEAN CONFIDENCE,,Marine & Logistics,pollution,Loss Event,Environment & Reputation,Loss of Containment,,,,SYN-327021,HSE Advisor,,,,,,,"The valve controller for the primary dump valve on the possum belly was discovered in
the open position at 1245 hours on June 23, 2025. For normal oil base mud
practice, the handle for the valve controller is not left on the controller. A sign
which says ""Do Not Operate"" is usually covering the hole. But for some reason the
sign was gone and the handle was in place to operate the valve. Upon further
investigation, the shaker hand found the secondary barrier valve in the open
position. The possum belly had no mud in the tank. The primary and secondary valves
were secured at this time. The primary valve was closed while circulating the well.
Circulating the well had been completed 36 hours prior to discovery of the possum
belly tank being empty. The hole had been on the trip tank since circulation was
completed. No level sensors are in the possum belly tank for the monitoring system.
Upon investigation, interviews of crews and analysis of logging charts, the material
previously in the possum belly could not be accounted for. No one was instructed to
pump out or dump the possum belly. No one has come forward and stated that they
inadvertently opened the primary dump valve. There was no permit for de-isolating
the primary or secondary dump valves. The secondary valve had not been added to the
oil base mud check list after installation on this well. The JSA for oil base mud
did not cover oil base mud check lists or locking primary or secondary barriers.
As a result of this accident, several changes have been made to prevent this from
happening again in the future. The oil base mud valve list was revised and a sight
survey form was made for the secondary valve to be tracked at the permit control
point. A locking device was installed on the toggle to the air actuator and on the
secondary barrier valve to prevent future incidents. The JSA will be revised for oil
base mud or synthetic base mud loading, and for displacing the hole to oil base or
synthetic base mud. The incident will be reviewed with all crews.",Reported as a pollution release.,Incident,,Incident,8,D,2,,,C,,,,,,
CP-F5A151FC3D,,,2025-07-17,11:00,2025-07-19,SM,6636,HONDO,,Marine & Logistics,LIFTING DEVICE,,,,,SYN-a74211,Maintenance Supervisor,SYN-448090,Facility Engineer,SYN-063e37,Facility Engineer,2025-07-25,SYN-302622,Production Foreman,2025-10-03,"17. INVESTIGATION FINDINGS'
Contract worker was having difficulty removing threaded studs on flow safety valve on
4-inch flowline on Well #H-38, so he decided to use a pneumatic saw to cut through
the studs. When he cut through the second to last stud, trapped pressure was released
spraying oil/water emulsion on chest and under worker's face shield and safety
glasses. Trapped pressure was not anticipated because prior to attempting to remove
the flow safety valve, the existing flow line was cold cut upstream of the check
valve without incident.",,,,,,,,,,,,,,,,
CP-D36DCDB2B7,,Incident,2025-07-20,06:00,2025-07-22,GI,43,AP-QRT,,Maintenance,LIFTING,Loss Event,Environment & Reputation,Loss of Containment,,SYN-59a41e,Facility Engineer,SYN-6f9523,Production Foreman,SYN-253807,Marine Coordinator,2025-07-26,SYN-c31715,HSE Advisor,2025-08-16,"On July 20, 2025, on the GI 43 AP (Pump Platform) Lease OCS-G00175, a loss of
containment of hydrocarbons and gas releases occurred. The platform operators
responded to the loss of containment ultimately shutting in the field several hours
later once a sheen was observed coming from the platform. The sheen was reported to
the National Response Center (NRC). No injuries occurred from this incident.
On July 20, 2025, at 12:32 am, Control Room Operators (CRO) and night operators,
consisting of Fieldwood, Island, and Woodgroup personnel reported “experiencing
abnormal operating conditions.” Operators stated that sand and sludge buildup,
chemical flocking, a loss of liquid level control, and liquid carry over in production
vessels and equipment among the causes for the abnormal conditions. The CRO placed
process alarms and safety system devices in “by-pass function” in the Programmable
Logic Controller (PLC) to prevent equipment from shutting-in while operators flushed
level bridles on process vessels. The operators thought that the abnormal conditions
were due to false level reading from the process guided radar level sensors due to
chemical flocking becoming stuck on the guided radar tube since they had experienced
this issue before. While operators were in the process of assessing these abnormal
conditions, at 1:18 am they found a hole in the Gas Vent Header Piping leaking
hydrocarbons through the grating and into the Gulf of Mexico (GOM). The leak was
stopped and secured by wrapping the pipe with an absorbent pad and gray duct tape.
Night operators then woke up the daytime CRO to help regain control of the production
process. The facility Person-in-Charge (PIC) was then awakened by operators to help
assess the hole in the GAS Vent Header Piping at the request of the daytime CRO. The
PIC then woke the and the Fieldwood Field Foreman. The Field Foreman fell back asleep
and therefore the platform remained flowing until the following morning. At
approximately 6:45 am, a field wide shut-in of all production was initiated by the
Area Foreman after he noticed the sheen (after daylight) coming from the GI-43 AP
structure. At 9:59 am Fieldwood reported the sheen to the NRC. (NRC #1208920).
The BSEE New Orleans District Office (NOD) in collaboration with the GOM Regional
Office of Incident Investigations (OII), and the Environmental Inspection and
Enforcement Unit (EIE), set up a GI 43 AP Investigation Team that made several onsite
investigations. The investigation consisted of gathering pertinent documents, taking
photos, and conducting interviews with personnel. On January 26th at approximately
12:00 pm, BSEE Inspectors arrived on the facility and observed a sheen extending 10
miles and originating from the GI 43 AA facility. The inspectors then verified that
the GI 43 AP Platform was shut-in and all production halted. BSEE requested that
Fieldwood ensure the sources of the pollution had been identified and stopped. The",No injuries occurred from this incident.,Incident,,Incident,6,C,2,,,C,,,,A,,
CP-FFCFEC9F13,,Incident,2025-07-22,16:10,2025-07-25,WC,20,D,,Production Operations,LIFTING DEVICE,Loss Event,Environment & Reputation,Loss of Containment,Gas/Vapour Release,SYN-243ea0,Maintenance Supervisor,SYN-ebbebf,HSE Advisor,SYN-afb1b6,Marine Coordinator,2025-08-03,SYN-575156,Production Foreman,2025-09-27,"On July 22, 2025, Black Elk Energy Offshore Operations (BEEOO) experienced a
gasket failure on the West Cameron (WC) 20-D facility's 4-in departing pipeline
riser, segment #17023. This incident caused a release of hydrocarbons into the Gulf
of Mexico waters near the facility. At the time of the incident, there was a Lift
Boat (LB), jacked up next to the unmanned minor production platform, which had just
completed well work activities on Well D002.
The Lake Charles District Bureau of Safety and Environmental Enforcement (BSEE)
conducted an investigation into the incident which included multiple onsite
visitations. As a result of the wells unable to sustain flow, the platform had been
shut in around October 22, 2024. A LB had arrived on location, July 12, 2025, for
well work on well D002 which consisted of a zone change. On July 22, 2025, the
workover activities had concluded and the well was turned over to production. A
BEEOO Engineer and a Contract Operator (CO) were on location assisting with the flow
back activities. The well was flowing with 2,200 pounds per square inch (psi) flow
tubing pressure and upon receiving approximately 73 barrels of fluid they started to
see gas. At this time, the Engineer instructed the CO to transfer the flow from the
LB's gas buster/atmospheric tanks into the platform's production system. The CO
began transferring the flow by opening the well's wing valve and closing off on the
crown valve. The D002 flow line was not equipped with a pressure gauge; therefore,
the CO was utilizing a gauge on the master panel, which was one deck below by
traversing back and forth. The CO was attempting to flow the well through a header
system directly into a 4-in pipeline rated for a maximum allowable operating pressure
of 1,441 psi which travels 285-ft across to the unmanned WC 20-A facility. The CO
stated that within approximately 20 minutes he had the crown valve fully closed and
the wing valve only partially open when the gasket on the pipeline failed. At this
time, the well was manually shut in and the CO informed the Engineer of the incident.
Due to the lack of any operators on WC 20-A, the Engineer and the CO departed WC
20-D on a stand-by work boat and went to WC 20-A. At this time, it was discovered
that the boarding shut down valve associated with the pipeline was closed and had
never been opened prior to the start-up. Therefore, upon closing off the crown valve,
the well did not have an available flow path; consequently, overpressuring the
pipeline and as a result, the gasket failure occurred. Although the CO stated that
all the safety systems were in service and the maximum pressure witnessed at the time
was 1,100 psi, none of the required safety systems were tested prior to start up.
Based on statements and reports gathered, the well's shut in tubing pressure was
between 2,800 psi to 3,700 psi which potentially could have been subjected on the
pipeline; thus, leading to the failure.
During the investigation it was discovered
prior to BEEOO receiving a letter from the
part:
1. Keep all facilities that currently are
it provides BSEE with documentation of the
each facility into operational status to
2. Notify the appropriate District Office
that the WC 20-D facility had been shut in
BSEE Regional Director which states in
in a shut-in status in such status until
corrective actions taken to safely return
BSEE's satisfaction.
at least 48 hours prior to returning these
facilities to production to allow for the proper BSEE inspection.
Furthermore, prior to resuming production, there were not any attempts to notify the
Lake Charles District to allow for the proper BSEE inspection. Additionally, further
investigation revealed BEEOO failed to follow their company HSE Policy and
Procedures, specifically element number nine, as stated in their Safety and
Environmental Management System (SEMS) Plan:
* 9. Pre-Startup Review - a comprehensive Pre-Startup Checklist must be completed
prior to placing any new or overhauled equipment system or production facility in
operation.",Reported as a pollution release and a shutdown following a gas release.,Incident,,Incident,8,D,2,,,C,,,,,,
CP-C45C57A1CF,,,2025-07-30,13:50,2025-07-31,SS,241,­ A-VALVE,* HYDRAULIC WORKOVER,Maintenance,LIFTING DEVICE,Loss Event,Health & Safety,,,SYN-e27bfb,Operations Superintendent,SYN-128a8e,Operations Superintendent,SYN-bcd531,Maintenance Supervisor,2025-08-03,SYN-311ef6,HSE Advisor,2025-08-26,"-
On July 30, 2025, an employee working on the deck of Weatherford's Hydraulic
Pulling Unit #4 was struck on the right arm by a piece of equipment that fell from
the derrick.
Weatherford had been contracted by Shell Offshore Inc. to perform abandonment
operations on their SS 241 (A-Valve) platform, lease #G08518. The platform had
previously been handed over to Shell Pipeline Company as a pipeline station.
Inspections of the Pulling Unit commenced once it was moved onto the platform, and
Shell was instructed to report any incidents to BSEE while abandonment operations
were ongoing.
At the time of the incident, the crew was racking back pipe that was being pulled
from the A004 well. ""Pipe Stop Arms"" (PSAs) were used in this process. The PSA is
part of the Pulling Unit's racking system and is designed to help support the pipe
while it is being run in or pulled from the well. While in the process of lowering
the PSAs, the PSA on the right side of the floor broke off and fell 24 feet to the
deck. A Weatherford employee working on the deck below the PSA was struck on his
right arm by the falling debris. The section of broken PSA that fell to the floor
was 8 feet long and weighed approximately 165 pounds. All operations were stopped
immediately following the incident, and the medic arrived on the scene to examine the
Injured Person (IP). After consulting with an onshore physician, the decision was
made to send the IP in for further evaluation. The IP sustained no fractures or
broken bones and was released to full duty the following day.
All operations were shut down, and an investigation began immediately following the
incident. The broken PSA was sent in for testing in an attempt to discover what had
caused the break. Tests were performed by Howard and Associates, a third party
contractor that specializes in metallurgy and failure analysis. These tests showed
that the fracture of the pipe occurred along one of the welds of the PSA. It was
discovered that full penetration had not been achieved around the circumference of
the weld, and areas of shallow/thin weld were observed along the fractured weld.
Although the design drawings did not specifically say that full penetration was
required, failure to do so made the weld weaker than it should have been, given the
nature of its function. Further testing of the welds revealed other indicators that
led experts to believe that the fracture occurred due to overload (such as tension,
bending, and/or torsional overload). Investigation findings were reviewed, and
recommendations on how to prevent this type of incident were given to the companies
involved.",The IP sustained no fractures or broken bones and was released to full duty the following day.,,,,,,,,,,,,,,,
CP-219E2BD122,,,2025-08-15,21:40,2025-08-16,,,E,,Maintenance,LIFTING DEVICE,,,,,SYN-5eafbd,HSE Advisor,SYN-eb13f2,Facility Engineer,SYN-2d2649,Facility Engineer,2025-08-23,SYN-298d42,Marine Coordinator,2025-09-21,"On 15 August 2025, at approximately 1630 hours, an employee was struck by piping and
debris from a potable water tank that ruptured causing severe injuries to the
employees face. The platform operators were experiencing low water pressure on the
fresh water system and began to investigate to determine the cause. It was discovered
by the employees that the water pressure tank (WPT) was empty which could possibly
mean a plugged inlet line or a filter problem. A Job Safety Analysis (JSA) was
completed for changing the filters on the fresh water system in an attempt to
alleviate the problem. The fresh water pump switches were turned off and the system
isolated to depressurize the lines. The automation specialist and the injured
employee (IE) began to disconnect a flexible hose that connected the bottom of the
WPT to the discharge piping. It was discovered that the flexible hose was plugged
with scale and a screwdriver was utilized to dislodge the scale. The WPT tank was
removed from the storage cradle and was placed on its side. The WPT contains a
bladder that stores 60 pounds of pressure that is pre-charged by the manufacturer.
The automation specialist and the IE began to remove a nozzle located at the bottom
of the WPT. When the nozzle reached the final thread, the pressure from the bladder
located inside the WPT forced the nozzle to detach causing the bladder to rupture.
The pressure caused the WPT to launch and strike a storage building before landing on
top of the fresh water skid. The nozzle fitting and the pedestal were ejected in the
opposite direction of the WPT and is believed to have stuck the IE. The IE was found
approximately five feet from the potable water skid. The IE was conscious but
suffered severe injuries to his face. The IE was initially transported to Lafayette
General, but due to the severity of the facial injuries he was then transported to
Houston Memorial Herman Hospital for additional treatment. Due to the severity of the
employee's injuries, the lessee has postponed questioning until a later date.",,,,,,,,,,,,,,,,
CP-0799BDD27E,,Very Serious Incident,2025-08-17,20:20,2025-08-19,GB,244,,T.O. F100,Drilling,LIFTING DEVICE Top drive/derrick,Loss Event,Health & Safety,Injury TLI,,SYN-7dc8b4,Maintenance Supervisor,SYN-3f80ac,Maintenance Supervisor,SYN-9659cc,HSE Advisor,2025-08-31,SYN-f739e6,HSE Advisor,2025-09-06,"On 17 August 2025 at approximately 2020 hours, a fifty-three pound lifting-sub fell
sixty-five feet from the derrick striking and injuring two contractors. One
contractor employed by Halliburton the other by Tesco, were installing a completion
assembly to a joint of 2-3/8"" production tubing when the lifting-sub fell to the rig
floor. The lifting sub was installed hand tight to the string of 2-3/8"" production
tubing, which would allow for easier removal once the tubing was set in the hole. The
connection of the completion assembly to the production tubing was done while the
completion assembly was sitting inside the mousehole on the rig floor. The completion
assembly position in the mousehole allowed the worker easier access to handle and
tighten the connection at waist height. Both contractors were unaware that the weight
of the pipe, while suspended in the mousehole, allowed the lifting-sub to back out of
its connection. Instead of tightening the completion assembly to the production
tubing they did the opposite by tightening the production tubing to the completion
assembly. This allowed the lifting-sub to back out of its connection due to the
weight of the tubing suspended on the lifting sub. A friction bite occurred when the
production tubing prevented the lifting-sub from rotating with the tubing as it was
made up into the completion assembly. It was observed by witness that the top drive
elevators were not lowered enough to clear the lifting-sub. All operations were
suspended to allow for safe removal of the two injured contractors from the rig
floor.",The incident resulted in a lost-time accident with more than 3 days lost. Reported as a lifting-device incident. The facility was evacuated.,Very Serious Incident,,Very Serious Incident,25,E,5,,,,,,,,,
CP-F8EC8FB423,,,2025-08-28,07:05,2025-08-30,WD,96,R,,Well Services,LIFTING DEVICE,Loss Event,Health & Safety,Injury Minor,,SYN-80af51,HSE Advisor,SYN-14dfbc,Production Foreman,SYN-764c81,Facility Engineer,2025-09-06,SYN-8caac0,Maintenance Supervisor,2025-10-23,"On August 28, 2025, at BP America Production Company's Lease OCS 00839 West Delta (WD)
Block 96, Platform R, a galley hand injured his back while lifting a large pot.
Injured Person (IP) did not report the incident until 5-10-08. IP was treated by the
Medic and evacuated for further evaluation. IP was placed on restricted duty until
5-20-08.",The incident resulted in restricted work or job transfer for more than 3 days. The facility was evacuated.,,,,,,,,,,,,,,,"Sequence of Events:
On August 28, 2025 a galley hand lifted a large pot of rice from the stove to drain water
in the sink and developed back soreness over the course of a couple days. The galley
hand did not report incident to the medic until 5/10/08. The medic found pain to be
located in the right lateral mid-back region. The medic consulted Acadian medical
director and was ordered to administer OTC medication to IP for pain with no lifting,
bending or awkward positions. The decision was made
evaluation at 08:14 hrs on 5/10/08.
Final Report:
Physician placed IP on restricted duty until 5/20/08
full duty."
CP-46FB188BB1,,,2025-08-31,15:50,2025-09-04,SP,38,A,,Maintenance,LIFTING DEVICE,Loss Event,Health & Safety,Injury Fatality,,SYN-1581b6,Marine Coordinator,SYN-730552,Marine Coordinator,SYN-6f0c7c,Operations Superintendent,2025-09-09,SYN-e98526,Marine Coordinator,2025-10-03,"On August 31, 2025, at approximately 1550 hours, an Air Logistics helicopter
contracted by Island Operators Company Inc., crashed into the Gulf of Mexico waters,
100 yards away from Stone Energy Corporation's OCS-G 21695 South Pass (SP) 38A
Platform, as the helicopter was attempting to land on the platform. Three Island
Operators personnel and an Air Log pilot were able to escape the helicopter before it
sank. Seas were 8-10 ft and one Island Operators personnel apparently drowned while
trying to make his way back to the platform; his body was recovered. The other three
personnel were transported to West Jefferson Hospital. The two Island personnel were
released from the hospital the next morning. The Air Log pilot was transferred to
University Medical Center for observation. His condition was stable after
experiencing hypothermia.","One passenger was fatally injured, while the commercial pilot and two other passengers received serious injuries.",,,,,,,,,,,,,,,"SEQUENCE OF EVENTS:
On August 31, 2025, at 1531 central standard time, a single-engine Bell 206L1
helicopter, N211EL, impacted the water in the Gulf of Mexico following a loss of
control during approach. One passenger was fatally injured, while the commercial
pilot and two other passengers received serious injuries. The helicopter was owned
and operated by Air Logistics LLC., of New Iberia, Louisiana. The flight originated
from offshore platform Chandelier 63 and was destined for offshore platform South
Pass 38, both in the Gulf of Mexico. Instrument meteorological conditions prevailed
for the Title 14 Code of Federal Regulations Part 135 on-demand air taxi flight. All
times in this report will be based on central standard time using the 24-hour format.
In a telephone interview with the National Transportation Safety Board (NTSB), the
pilot reported encountering a ""sloping cloud deck"" as he approached the offshore
platform for landing. The pilot added that while in a left turn to final approach, he
began slowing the helicopter to 20-25 knots and encountered a tail wind. The pilot
noticed a settling tendency and reduced the left bank. Additionally, the pilot
reported experiencing vibrations and shaking from the helicopter. The pilot added
forward cyclic and increased power. The vibration and shaking became worse and the
pilot recognized the symptoms of a settling with power event. Due to the low
altitude, the pilot was unable to recover the helicopter or deploy the emergency
floatation devices prior to water impact. All four occupants survived the initial
crash and egressed the helicopter.
A life raft was not deployed prior to the helicopter sinking. The four personnel
attempted to swim to the unmanned platform located approximately 100 yards away and
were separated by the 8 to 10 foot wave swells. Personnel were located by local boats
and the United States Coast Guard. The pilot, who was the last survivor to be rescued
from the water, was in the water for approximately 2 and 1/2 hours.
The helicopter sank in approximately 115 feet of water. The helicopter was located
and recovery is in progress. Upon recovery the helicopter will be transported to a
secure facility pending examination at a later date.
The pilot reported the weather at South Pass 38 was estimated to start at 500 feet
ceiling and 5 miles visibility and reduce to approximately 300 feet ceiling and one
mile visibility on final. At 1751 an automated weather reporting facility located
about 22-nautical miles to the northwest reported winds from 030 degrees at 7 knots,
visibility 10 statute miles, ceiling overcast at 1,000- feet, temperature 55 degrees
Fahrenheit, dew point 51 degrees Fahrenheit, and a barometric pressure of 30.05
inches of Mercury."
CP-025477A654,,Incident,2025-09-11,19:00,2025-09-12,GB,667,,DIAMOND OCEAN STAR,Production Operations,LIFTING DEVICE,Loss Event,Environment & Reputation,Loss of Containment,,,,SYN-914a13,Maintenance Supervisor,,,,,,,"On 11 September 2025 at 1900 hours, the Ocean Star completed testing/flushing the
choke line, but the Driller did not observe an increase in pressure. Subsequent to
stopping the pumps, it was discovered that the choke droop hose connection on the
gooseneck to the slip joint on the riser was disconnected. It was later determined
that the gooseneck connection retaining pin was missing. Approximately 80 bbls of
Synthetic Base Mud (SBM) were released into the moon pool, and the SBM release was
not recoverable. The actual product discharged was Rheliant 14.0, an olefin based
drilling fluid.
The repairs were completed and the gooseneck connection was tested to 250/8000 psi at
approximately 1500 hours on 27 February 27 2008 when the weather conditions improved.","Reported as a pollution release. Estimated property damage $22,400.",Incident,,Incident,8,D,2,,,C,,,,A,,
CP-E38FA6EFB8,,Incident,2025-09-12,00:55,2025-09-16,MC,199,,SEADRILL WEST NEPTUNE,Maintenance,LIFTING,Loss Event,Environment & Reputation,Loss of Containment,,SYN-e26f8f,HSE Advisor,SYN-694921,Production Foreman,SYN-75faca,Maintenance Supervisor,2025-09-29,SYN-2c2ca5,Production Foreman,2025-11-14,"At approximately 0055 hrs on 12 September 2025, LLOG Exploration Offshore LLC had a spill
incident (61 bbls of Sythetic Oil-Based Mud [SBM]) on board Seadrill West Neptune
Drillship while conducting drilling operations at Mississippi Canyon Block 199, OCS-G
32301. Sixty-one barrels of Synthetic Oil-Based Mud (SBM) spilled in the Gulf of
Mexico (GOM) waters due to a misalignment of the trip tank valves (open/close)
positions. At the time of the incident, the 61 bbls had a 62% synthetic make-up
according to the mud eport. Therefore, the total pollution of the incident was 37.8
bbls.
At approximately 0055 hrs, the drill crew was in the process of pulling out of the
hole with an 8.5” milling assembly on 5” drill pipe. The driller informed the
Assistant Driller of the need for more drilling mud in order to compensate for the
rest of the drill pipe to be pulled out of the hole. The Assistant Driller notified
the Derrickman via radio to transfer mud from Trip Tank #1 to Trip Tank #2. The
Derrickman opened two pneumatic valves that are tied into the Trip Tank dump line. The
Derrickman opened the valves in order to let the tanks equalize their fluid levels.
While monitoring the fluid levels via the digital Driller's panel, the Driller noticed
Trip Tank #1's fluid level was dropping as Trip Tank #2's was filling (as it should).
After roughly two minutes, the Driller observed Trip Tank #1 dropped substantially
more volume than Trip Tank #2 was filling. The Driller immediately contacted the
Derrickman and instructed him to suspend transfer operations. The Derrickman was
already in the process of closing the pneumatic valves before the Driller attempted to
contact him to suspend transfer operations.
The drilling crew immediately suspended operations and conducted an investigation into
where the drilling fluid may have been going. The Derrickman then went to the lower
processing room to inspect the line he was using for the equalization of the fluid
levels in the Trip Tanks. Upon further investigation it was found that the master dump
valve for the Trip Tanks was in the locked and open position, allowing 61 bbls of SBM
flow into the overboard discharge line and into the GOM. This valve is a barrier in
preventing drilling fluids from discharging fluids into the GOM when in the closed
position.
On 4/2/19, BSEE inspectors arrived on location to conduct an investigation of the
incident. Once on board the facility, all documentation relating to the incident was
collected (JSA’s, procedures, photos, statements, etc.). After discussion with the
Captain of the ship, the transfer was not considered normal operations for
transferring mud from pit to pit. The Derrickman is in charge of verifying proper
valve alignment before all fluid transfers according to fluid transfer procedures. The
Captain also informed the inspectors that the pit cleaning crews had possibly locked
open the master dump valve and never returned it to its normally closed and locked
position.",Reported as a pollution release.,Incident,,Incident,8,D,2,,,C,,,,,,
CP-3EAAF529AA,,,2025-09-28,07:00,2025-09-29,MO,916,,,Construction,LIFTING DEVICE,Loss Event,Health & Safety,Injury Minor,,SYN-5bed27,Marine Coordinator,SYN-415aa9,Facility Engineer,SYN-00c580,HSE Advisor,2025-10-04,SYN-3c227e,Facility Engineer,2025-12-04,"On September 28, 2025, at approximately 7:00, at Chevron U.S.A. Inc.'s OCS-G 05753,
Mobile (MO) 916 A Platform, an employee was injured when he smashed his own index
finger on his left hand with a hammer and a hammer wrench, as a result of human
error. Injured Person (IP) received stitches, no break or fracture. IP was placed on
light duty.",The incident resulted in restricted work or job transfer for more than 3 days. The facility was evacuated.,,,,,,,,,,,,,,,"Sequence of Events:
Employee was tightening up a flange and smashed his own left index finger with a
hammer and hammer wrench. IP was sent in to seek medical attention. The Safety
Supervisor with Quality Energy Services reported that the IP did not have a break or
a fracture, however did receive stitches to the open cut on his finger. IP has been
on light duty since the accident and is expected
follow up visit this week."
